Ref_ID,ETL_stack_sequence,ETL_thickness,ETL_deposition_procedure
36682,TiO2-c | TiO2-mp,,Electrodeposition | Spin-coating
36683,TiO2-c | TiO2-mp,,Electrodeposition | Spin-coating
36684,TiO2-c | TiO2-mp,,Electrodeposition | Spin-coating
36685,SnO2-np,40,Spin-coating
36686,SnO2-np,40,Spin-coating
36687,SnO2-np,40,Spin-coating
36688,SnO2-np,40,Spin-coating
36689,SnO2-np,40,Spin-coating
36690,SnO2-np,40,Spin-coating
36691,SnO2-np,40,Spin-coating
36692,SnO2-np,40,Spin-coating
36693,SnO2-np,40,Spin-coating
36694,SnO2-np,40,Spin-coating
36695,TiO2-c | TiO2-mp,nan | 250.0,Spray-pyrolys | Spin-coating
36696,TiO2-c | TiO2-mp,60.0 | 250.0,Spray-pyrolys | Spin-coating
36697,PCBM-60,130,Spin-coating
36698,PCBM-60,100,Spin-coating
36699,PCBM-60,70,Spin-coating
36700,PCBM-60 | TiO2,100.0 | nan,Spin-coating | Spin-coating
36701,PCBM-60,50,Spin-coating
36702,PCBM-60 | C60,50.0 | 5.0,Spin-coating | Evaporation
36703,C60 | BCP,50.0 | 5.0,Evaporation | Evaporation
36704,PCBM-60 | C60 | BCP,50.0 | 5.0 | 5.0,Spin-coating | Evaporation | Evaporation
36705,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36706,PCBM-60,,Spin-coating
36707,PCBM-60,,Spin-coating
36708,PCBM-60,,Spin-coating
36709,PCBM-60,,Spin-coating
36710,PCBM-60,,Spin-coating
36711,PCBM-60,,Spin-coating
36712,PCBM-60,,Spin-coating
36713,ZnO-np,,Spin-coating
36714,ZnO-np,,Spin-coating
36715,ZnO-np,,Spin-coating
36716,ZnO-np,,Spin-coating
36717,TiO2-c,,Spin-coating
36718,SnO2-np,,Spin-coating
36719,TiO2-c | SnO2-np,,Dipp-coating | Spin-coating
36720,none,,Unknown
36721,none,,Unknown
36722,PTEBS,,Spin-coating
36723,PTEBS,,Spin-coating
36724,PTEBS,,Spin-coating
36725,PTEBS,,Spin-coating
36726,PTEBS,,Spin-coating
36727,PTEBS,,Spin-coating
36728,TiO2-np,,Spin-coating
36729,TiO2-c,,Spin-coating
36730,TiO2-np,,Spin-coating
36731,TiO2-c,,Spin-coating
36732,TiO2-nt,,Electrochemical anodization
36733,TiO2-nt,,Electrochemical anodization
36734,TiO2-nt,,Electrochemical anodization
36735,TiO2-nt,,Electrochemical anodization
36736,TiO2-nt,,Electrochemical anodization
36737,TiO2-nt,,Electrochemical anodization
36738,TiO2-nt,,Electrochemical anodization
36739,TiO2-nt,,Electrochemical anodization
36740,SnO2-c | C60-SAM,40.0 | nan,ALD | Spin-coating
36741,SnO2-c,40,ALD
36742,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36743,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36744,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36745,TiO2-c | Graphene,,Spin-coating | Spin-coating
36746,TiO2-c | TiO2-mp | Graphene,,Spin-coating | Spin-coating
36747,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36748,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36749,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36750,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36751,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36752,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36753,TiO2-c,,Spin-coating
36754,TiO2-c,,Spin-coating
36755,TiO2-c,,Spin-coating
36756,TiO2-c,,Spin-coating
36757,TiO2-c,,Spin-coating
36758,PCBM-60,,Spin-coating
36759,PCBM-60,,Spin-coating
36760,PCBM-60,,Spin-coating
36761,PCBM-60,,Spin-coating
36762,PCBM-60,,Spin-coating
36763,TiO2-c,,Spin-coating
36764,TiO2-c,,Spin-coating
36765,ZnO-np,,Spin-coating
36766,ZnO-np,,Spin-coating
36767,ZnO-np,,Spin-coating
36768,ZnO-np,,Spin-coating
36769,ZnO-np,,Spin-coating
36770,ZnO-np,,Spin-coating
36771,ZnO-np,,Spin-coating
36772,ZnO-np,,Spin-coating
36773,TiO2-c | TiO2-mp,30.0 | 150.0,Spin-coating | Spin-coating
36774,TiO2-c | TiO2-mp,30.0 | 150.0,Spin-coating | Spin-coating
36775,TiO2-c | TiO2-mp,30.0 | 150.0,Spin-coating | Spin-coating
36776,TiO2-c | TiO2-mp,30.0 | 150.0,Spin-coating | Spin-coating
36777,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36778,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36779,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36780,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36781,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36782,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36783,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36784,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36785,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36786,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36787,TiO2-c | TiO2-mp | ZrO2-mp | Co3O4-mp,nan | 500.0 | 1300.0 | 70.0,Screen printing | Screen printing | Screen printing | Screen printing
36788,TiO2-c | TiO2-mp | ZrO2-mp,nan | 500.0 | 500.0,Screen printing | Screen printing | Screen printing
36789,TiO2-c | TiO2-mp | ZrO2-mp | Co3O4-mp,nan | 500.0 | 1300.0 | 70.0,Screen printing | Screen printing | Screen printing | Screen printing
36790,TiO2-c | TiO2-mp | ZrO2-mp,nan | 500.0 | 500.0,Screen printing | Screen printing | Screen printing
36791,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36792,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
36793,TiO2-c | TiO2-mp,,Spin-coating | Spin-coating
